Passage,Summary,Style
" 금쪽같은 대학생활을 허비하기 싫었다. 주위 동료들은 스펙에 목매고 있었다. 하지만 정혜인(鄭惠仁·23)씨는 아직 자신의 꿈이 뭔지 몰랐다. 꿈 없이 스펙에만 매달리기 싫었다. 그래서 휴학을 했다.
 “휴학하니 시간도 많아서 책을 읽었어요. 그러다 김수영씨의 《드림레시피》라는 책을 본 거예요. 그 책에서 제가 하고 싶은 걸 적어 보라는 거예요. 그래서 여행을 적었죠.”
 하고 싶은 것은 정했지만 어떻게 할지 막막했다. 그러다가 카우치 서핑을 알게 됐다. 카우치 서핑은 현지인 집에서 숙식을 해결하는 새로운 여행트렌드다.
 “유럽에서는 인지도가 높아요. 신혼부부도 한 달간 카우치 서핑을 하기도 해요. 여러 가정을 방문해서 어떻게 살고 있는지 배우고 오는 거죠.”
 친구와 함께 카우치 서핑을 하기로 계획을 잡았다. 하지만 평범한 여행이 되지 않았으면 했다. 문득 동남아시아를 갔을 때의 경험이 떠올랐다.
 “제가 한국에서 왔다고 하니까 국적이 북한인지 남한인지 물어보는 거예요. 그런데 우리나라 사람들은 그렇게 생각 안 하잖아요. 북한이 여행할 자유도 없는 나라인 건 당연하니까요. 그런데 외국사람들은 한국을 잘 모르는 거예요.”
 카우치 서핑을 다니며 현지인에게 한국을 알리기로 했다. 한옥마을로 유명한 전주와 경주를 배경으로 엽서를 만들었다. 그리고 카우치 서핑을 할 때마다 현지인들에게 나눠주며 한국에 대해 알렸다.
 “딸 4명 있는 집에서 카우치 서핑을 할 때였어요. 관광하고 돌아왔는데 애들이 전부 남한 다큐멘터리를 보고 있는 거예요. 알고 보니 엄마가 아이들이 한국에 대해 관심을 가지니까 틀어 준 거죠. 김치도 같이 만들고 태극기도 그렸어요. 한국에 대해 알린 것 같아 너무 뿌듯했어요.”
",정 씨는 자신의 꿈을 모르는 상태에서 카우치 서핑을 알게 됐고 카우치 서핑을 다니며 현지인에게 한국을 알리기로 했다.,Caricature
" 파프리카 전문 생산 농가 ‘Growing Ambition(농장 면적 2㏊)’의 농장 주인 에릭 덴 드라이버(Erik Den Drijver) 씨가 기자를 맞았다. 196㎝의 장신(長身)인 에릭 씨는 “5년 전에 50억원으로 농장을 설립했다. 35억원은 라보뱅크(한국의 농협과 유사)에서 대출을 받았고, 나머지 15억원은 세 명이 공동 투자했다. 연간 파프리카 50만㎏을 생산하는데 95%를 해외로 수출한다”고 했다.
 농장 시설은 대부분이 자동화돼 있었다. 에릭 씨 사무실에 있는 컴퓨터가 온실내 온도와 습도, 수분 등을 제어하고 있었다. 발전실에서 나오는 이산화탄소는 광합성 작용에 사용됐다. 재배는 컴퓨터가 하고, 사람은 수확만 하는 시스템이었다. 유리온실 한쪽에는 정전(停電)을 대비해 소형 발전기가 설치돼 있었다.
 에릭 씨는 회사 CEO처럼 재배 품종을 결정하고, 판매와 유통을 관리했다. 파프리카 수확은 5~6명의 근로자가 맡았다. 에릭 씨에게 수입이 어느 정도인지 물었더니 “과거만큼은 아니지만 아직은 괜찮다. 다만 가격 변동이 심한 게 문제”라고 했다.
 웨스트랜드에 있는 대부분의 유리온실 농가는 한 품목만 전문적으로 생산한다. 규모의 경제를 통해 경쟁력을 확보하기 위함이라고 한다. 에릭 씨는 “품목이나 품종을 선정할 때는 채소 유통업체와 협의한 후에 결정한다. 농가에 지분을 갖고 있는 유통업체가 많기 때문이다”고 했다.
 에릭 씨는 헤이그 농대(農大)를 졸업한 후 20년 넘게 야채를 생산하고 있다. 그는 “지금의 일에 만족하느냐”는 질문에 활짝 웃으며 “물론”이라고 했다. 그 이유를 물었다.
",규모의 경제를 통해 경쟁력을 확보하기 위해서 웨스트랜드에 있는 유리온실 농가는 한 품목만 전문적으로 생산한다.,Caricature
" 우선 여기까지다. 거의 4년 동안 윤석열은 지옥 같은 시간을 보내야 했는지 모른다. 《주역》의 명이(明夷)괘(☷☲)는 위쪽이 땅을 나타내는 곤(坤)괘(☷)이고 아래쪽은 밝음과 빛을 나타내는 이(離)괘(☲)다. 빛이 땅 아래에 들어가 있으니 암흑기인 것이다.
 주(周)나라 문왕(文王)은 이 괘에 대해 다음과 같이 총론적으로 말했다.
 “명이(明夷)는 어렵게 여겨 반듯함이 이롭다[利艱貞].”
 명이란 밝음[明]이 상처를 입는다[夷=痍]는 뜻이다. 이(夷)는 곧 ‘상이(傷痍)’라고 할 때의 이(痍)와 같은 뜻이다. 이런 상황에서는 움직이려 하지 말고 반듯한 도리를 지키며 지내는 것이 이롭다는 뜻이다. 비슷한 처지의 동료들은 검찰을 떠났지만 윤석열은 끝까지 자리를 지켰다. 그래서 박영수 특검의 부름을 받을 수 있었을 것이다.
 이제 좀 더 구체적으로 2013년 당시 윤 총장이 처한 상황으로 들어가보자. 각 괘에는 여섯 개의 효가 있는데 이 여섯 효는 각각 위치에 따라 권력 서열에 해당한다. 맨 위는 상왕, 그다음은 임금이고, 이어서 재상이나 왕비, 세자 그리고 판서, 중간 관리, 신진 그룹 순이 된다. 당시 그는 부장검사였으니 위에서 다섯 번째 혹은 밑에서 두 번째 효에 해당한다. 육이(六二)가 바로 당시 윤석열 부장검사를 읽어내는 지침인 것이다. 이에 대해 먼저 주공은 이렇게 풀이했다.
 “육이는 밝음이 손상당하는 때에 왼쪽 넓적다리를 손상당하니 구원하는 말이 건장하면 길하다[明夷 夷于左股 用拯馬壯 吉].”
",명이란 밝음이 상처를 입는다는 뜻이고 이는 상이라고 할 때의 이와 같은 뜻으로 이런 상황에서는 움직이려 하지 말고 반듯한 도리를 지키며 지내는 것이 이롭다는 뜻이다.,Caricature
" 퇴계가 학자로서 널리 이름을 떨치게 된 것은 초학자의 경우에도 성리학의 규모와 내용을 쉽게 알 수 있도록 《성학십도(聖學十圖)》를 저술했기 때문이다. 그는 성리학의 방대한 내용들 가운데 핵심만을 가려 뽑아서 10개의 그림을 그리고, 밑에다 풀이를 덧붙여서 《성학십도》를 만들어 새로이 임금이 된 선조에게 바쳤다. 그는 열여섯 살의 어린 임금이 《성학십도》를 병풍으로 만들어 곁에 두고서, 밤낮으로 눈길이 닿게 하여 학문에 도움이 되기를 당부하면서, 백성을 덕으로 다스리는 어진 임금이 되기를 바랐다.
 《성학십도》가 세상에 나오자, 초학자도 성리학의 골자를 한눈으로 알아볼 수 있게 되었다. 사람들은 성리학의 뼈대를 이루는 우주론과 심성론과 수양론과 학문론과 교육론이 어떠한 관계로 엮여 있는지 쉽게 알아차릴 수 있었다. 율곡 이이는 이런 일에서 크게 자극을 받아, 성리학의 모든 내용을 하나의 체계에 요약하고 정리해 《성학집요(聖學輯要)》를 저술했다. 이때부터 학자들은 《성학십도》와 《성학집요》를 길잡이로 삼아, 성리학의 핵심을 곧바로 파고들 수 있게 되었다. 그 결과로 성리학의 바탕을 이루는 이, 기, 심, 성, 정과 같은 기본 개념을 깊이 묻고 따지고 푸는 일이 일어나기 시작했다. 이로부터 조선의 성리학이 아주 색다른 모습을 드러내게 됐다.
 퇴계는 평생 동안 오로지 주자를 공부한 사람으로서 주자학에 대한 자부심이 매우 컸다. 그는 공자와 맹자에서 정자와 주자로 이어지는 성리학의 정통을 지키고 이어 가는 일에 힘을 쏟았다. 그는 유학자일지라도 성리학의 정통에서 벗어난 이들을 단호하게 물리쳤다. 그는 주자와 어깨를 겨루었던 육구연(陸九淵)을 선불교에 흘렀다고 비난했고, 치양지(致良知)를 강조한 명나라의 왕수인(王守仁)을 육구연의 주장과 맥이 닿아 있다고 비난했다. 그리고 신라의 최치원(崔致遠)이 성리학과는 거리가 먼 학문을 한 까닭으로 문묘에서 내쳐야 한다고 주장했다.
",퇴계가 학자로서 널리 이름을 떨치게 된 이유는 성리학의 방대한 내용들 가운데 핵심만을 가려 뽑은 성학십도를 저술했기 때문이다.,Caricature
" 5차는 명말·청초로, 왕조의 교체보다 자연재해의 영향이 컸다. 당시 푸젠과 광둥의 객가는 인구가 급격히 증가하면서 먹고살기 어려워졌다. 게다가 수년 동안 홍수와 가뭄이 반복되자, 여러 씨족공동체 사이에서 서진(西進)운동이 일어났다. 마침 청 조정도 오랫동안 전염병과 자연재해로 인구가 급감한 쓰촨(四川)으로의 이주를 장려했다. 이 시기 쓰촨으로 옮겨갔던 객가의 후손으로는 중국 공산혁명의 지도자 주더(朱德)와 덩샤오핑(鄧小平) 등이 대표적이다.
 6차는 태평천국 운동으로 비롯됐다. 태평천국은 1851년 비밀결사인 ‘배상제회(拜上帝會)’가 건국했다. 배상제회는 겉으로 기독교 신앙과 교리를 내세웠지만, 실제로는 객가 공동체를 배경으로 조직됐다. 수장인 홍수전과 대다수 지도부가 객가 출신인 데서 잘 드러난다. 태평천국은 한때 중국 남부의 절반을 차지할 정도로 위세를 떨쳤지만, 지도층의 내분으로 1864년 붕괴했다. 그 뒤 청조는 객가를 혹독히 탄압했다. 이에 수많은 객가인들이 동남아와 미주로 이주했다. 리콴유(李光耀) 전 싱가포르 총리, 리덩후이(李登輝) 전 대만 총통 및 차이잉원(蔡英文) 총통 당선자 등이 이들의 후손이다.
 객가가 이주했던 땅에는 이미 토착민이 살고 있었다. 원주민을 몰아내고 객지인이 정착하기란 쉬운 일이 아니다. 그렇기에 객가는 산악지대로 들어가 독자적인 씨족공동체를 구성했다. 또한 토착민과 자신들을 구분하는 개념으로 ‘손님’이란 뜻인 객가라 부르게 됐다. 그렇다면 오늘날 이들의 후손은 얼마나 될까? 중국에서는 푸젠, 장시, 광둥, 광시(廣西) 등 19개 성·시에 7400만명이 흩어져 살고 있다. 뿐만 아니라 대만, 싱가포르, 말레이시아, 인도네시아, 태국, 미국, 칠레 등 전 세계 80여 개국에 2500만명이 거주한다.
",태평천국를 건국한 배상제회는 겉으로는 기독교 신앙과 교리를 내세웠지만 실제로는 객가 공동체를 배경으로 조직됐다.,Caricature
" 내용으로 보아, 고브로(Gauvreau)는 구베르(Gouvereau)와 동일인임이 분명했다. 긴장된 마음으로 나는 인터넷에서 ‘Gauvreau’를 검색했다. 화면 가득 기사들이 뜨고 영화배우처럼 생긴 사람의 사진들이 나왔다. 가슴 가득한 성취감의 밑바닥에 가벼운 실망감이 깔리는 것을 느끼고, 나는 잠시 내 마음을 살폈다. 내가 무의식적으로 음모와 배신 속에서 살아온 러시아 혁명가의 우수(憂愁)에 찬 얼굴을 기대했다는 것을 깨닫자, 쓴웃음이 나왔다.
 고브로는 혁명과는 거리가 먼 사람이었다. 러시아 사람도 아니었다. 그의 본명은 에밀리 헨리 고브로(E'mile Henri Gauvreau)였고 1891년에 코네티컷주에서 태어났다. 그의 부모는 프랑스계(系) 캐나다 사람들이었다.
 부모가 떠돌아다니는 사람들이라서, 맏아들인 고브로는 학교 교육을 제대로 받지 못하고 고등학교를 중퇴했다. 그는 일찍부터 저널리즘에 종사했는데, 탐사 보도를 잘했고, 선정적 기사들을 즐겨 썼다. 그래서 1924년에 창간된 선정적 타블로이드 《뉴욕 이브닝 그래픽(New York Evening Graphic)》의 초대(初代) 편집인이 되었다. 이 신문은 그의 주도 아래 크게 발전했지만, 후발 주자의 약점을 극복하지 못하고 1929년 위기를 맞았다. 그러자 허스트가 자신의 타블로이드 《뉴욕 데일리 미러(New York Daily Mirror)》의 편집인으로 고브로를 발탁했다.
",에밀리 헨리 고브로는 1891년 코네티컷주에서 태어났고 러시아 사람이 아니며 혁명과도 거리가 먼 사람이었다.,Caricature
" 이 무렵 동아시아 정세는 급변하고 있었다. 몽골세력이 만주까지 밀려들어 왔는데 주역은 몽골의 산길대왕(散吉大王)과 부지르노양이었다. 몽골세력은 여진족을 공격하기 위해 고려 쪽의 협조자를 물색했다. 그때 몽골세력의 눈에 뜨인 것이 바로 이안사였다. 이안사는 자기 세력 1000여 호와 함께 몽골에 항복했다.
 이에 산길대왕은 크게 기뻐하며 이안사에게 성대한 연회를 베풀어 주고 옥배(玉杯)까지 그의 품에 넣어 주면서 이렇게 말하는 것이었다. “공(이안사)의 가인(家人)이 우리 두 사람의 서로 통하는 정을 어찌 알겠소. 이 옥배로 내 정성을 표시할 뿐입니다.” 이안사와 산길대왕이 형제의 의를 맺은 것이었다.
 산길대왕은 이안사에게 원나라 알동천호소의 수천호(首千戶) 겸 다루가치로 임명했는데 조선 때 편찬된 《태종실록》에는 이안사가 머문 곳이 ‘개원로 남경 알동’으로 기록돼 있다. 이곳은 지금의 중국 지린성 옌지로 추정된다. 결국 이성계의 선조는 여자 때문에 국적을 고려에서 몽골로 바꾼 셈이 되는 것이다.
 《용비어천가》 4장에는 이런 문장이 나온다. “야인(野人) 사이에 가사 야인이 해롭게 하거늘 덕원(德源) 옳으심도 하늘 뜻이시니….” 이것은 이안사와 그의 아들 이행리에 관한 부분인데 이행리는 1275년 아버지의 뒤를 이어 원나라의 천호가 된다. 이행리에 관해서는 기이한 전설이 전해져 내려오고 있다.
 하루는 이행리가 성(城) 아래에서 한 노파에게 물을 달라고 했는데 그 노파가 이렇게 귀띔하는 것이었다. “저들이 공을 해치려 합니다.” 놀란 이행리는 가인들에게 가산(家産)을 모두 배에 싣고 두만강 근처 적도라는 섬에서 만나자고 했다. 적도는 바닷가에서 600보쯤 떨어진 섬이라고 한다.
",태종실록에는 이안사가 머문 곳이 개원로 남경 알동으로 기록돼 있는데 중국 지린성 옌지로 추정된다.,Caricature
" 왕씨는 “서울외곽선이 완공되면서 수도 서울이 비로소 순환되는 교통 체계를 갖추게 됐다”며 이렇게 말했다. 
 “1989~1990년 저는 경인고속도로 확장공사 부천 현장에 있었습니다. 당시 성남에서 부천까지 출퇴근을 했는데, 평균 1시간30분~2시간이 걸렸어요. 거리상 50km밖에 안되는데, 서울 오류동을 거쳐 시흥 쪽으로 빠져나가야 하는 등 복잡한 구조여서 시간이 많이 소요됐습니다. 요즘에는 성남에서 부천까지 40~50분밖에 걸리지 않지요.”
 공교롭게도 성남-부천 노선은 민원도 많고 난공사 공구가 집중돼 있어 토목인들이 고생했던 구간이다. 사업단장을 맡았던 왕씨와 시공사 소장들은 사표를 써서 늘 주머니에 넣고 다녔다고 한다. 왕씨의 회고다. 
 “국내 최초의 광폭터널로 건설된 청계터널(길이 450m, 폭 17.4m) 공사도 쉽지 않았고, 과천-의왕 간 고속화도로와 교차하는 학의분기점 공사도 힘들었습니다. 난공사 공구가 많아 힘이 부쳤는데 저희를 더욱 괴롭힌 것은 주민들의 민원이었어요. 특히 의왕시 내손동을 지나는 노선은 주민들의 극심한 반대로 1년반 동안 시공을 하지 못했습니다. 노선이 시민들의 산책 공간인 산의 7, 8부 능선을 치고 가도록 설계돼 환경단체까지 가세해 반대했지요.”
 주민 대표와 사업 책임자 간 협상 중 멱살 잡고 싸우는 일이 비일비재했다. 왕씨는 “낮에는 서로 고성(高聲)이 오가며 싸우다가도 밤이면 형님 동생 하며 서로 잘해 보자고 화해를 했는데, 다음날이면 언제 그랬냐는 듯 번복해 협상이 장기화됐다”고 말했다. 지역 환경단체 회원들이 국토부와 총리실까지 찾아다니며 항의해 사업단을 곤혹스럽게 했다. 주민 대표단 내부에 파벌이 생길 정도로 우여곡절이 많았던 이 분쟁은 결국 주민들이 대승적 차원에서 양보해 해결이 됐다. 시행사인 도로공사 입장에서는 환경상의 피해가 없도록 제반 시설을 최대한 감안하겠다고 약속한 후 끌어낸 결과였다. 
",성남-부천 노선은 민원도 많고 난공사 공구가 집중되어 있어 토목인들이 고생했던 구간으로 사업단장을 맡았던 왕 씨와 시공사 소장들은 사표를 써서 주머니에 넣고 다녔다고 한다. ,Caricature
"이에 따라 정부순지원수입을 기준으로 2018년 정부지원 예산안 규모를 파악하되, 다음 사항을 추가로 고려하여 집계하였다.  정부 세출예산안 또는 기금 지출계획안의 세부사업을 기준으로 취합하였다. 공공기관이 지원받는 위탁사업 지원 등 현 시점에서 확정되지 않은 일부 수입9)은 부처 공공기관의 예산사업 담당자간 협의를 통해 추정된 금액을 제출받아 작성하였다. 정부순지원수입 중 기타수입은 정부가 직접 예산안을 편성하여 지급되는 금액이 아니므로 제외하였다. 이하에서는 해당 기준에 따라 공공기관이 정부로부터 보조ㆍ출연ㆍ출자 등 재정지원을 받거나 받을 예정인 금액을 정부지원 예산 또는 정부지원 예산안으로 정의한다.  일부 공공기관은 기관공시 시점과 자료제출 시점 간 정부순지원수입의 변동이 발생한 경우가 있었는데, 정확한 자료 취합을 위하여 최신 제출받은 자료로 취합하였다. 위탁사업 또는 단년도 용역사업으로서 정부안이 확정된 이후 부처 담당자가 위탁 또는 용역계약 등을 체결하고 나서야 금액이 확정되는 경우를 말한다.",정부가 직접 예산안을 편성하여 지급되는 금액이 아니므로 기타수입은 제외하였으며 이하에서는 해당 기준에 따라 정부지원 예산 또는 정부지원 예산안으로 정의한다.,Caricature
" 《삼국유사》 기이 제2 ‘무왕’조 기사에 나오는 ‘선화공주 설화’는 다음과 같다. 
 〈백제 제30대 무왕(武王)의 원래 이름은 ‘장(璋)’이었다. 그는 홀어머니 밑에서 자라났다. 전해오는 말에 의하면 그의 어머니는 ‘남지’라는 연못가에 집을 짓고 살았는데, 그 연못의 용과 사랑을 나누어 아들을 낳았다고 한다.
 이렇게 태어난 장은 어린 시절 ‘서동’ 또는 ‘맛동’이라 불렸다. 그는 어려서부터 재능이 뛰어나고 이해심이 많았다. 어려운 살림에 항상 마를 캐다 팔아 홀어머니를 봉양하며 살아, 사람들이 ‘서동’이란 이름을 붙여주었다고 한다.
 청년이 되었을 때 서동은 신라 진평왕(眞平王)의 셋째 딸인 선화공주가 매우 예쁘다는 소문을 들었다. 그는 상상 속에서 선화공주를 사랑하다가 보고 싶은 마음에 신라 땅으로 숨어들었다.
 서동은 머리를 깎고 신라의 궁궐이 있는 서라벌로 가서 아이들에게 마를 나누어 주었다. 그러자 아이들은 호감을 가지고 그를 따랐다.
 이처럼 서동은 서라벌의 아이들과 친해지자 한 편의 동요를 지어 아이들이 따라 부르도록 했다.
 ‘선화공주님은 남몰래 짝지어두고
 서동방을 밤에 몰래 안고 간다네.’
 이러한 동요는 곧 서라벌 거리에서 거리로 아이들의 입을 통해 번져나갔다. 그리고 마침내 궁궐에까지 알려지게 되었다.
 동요의 내용을 사실로 믿은 신하들은 선화공주의 잘못된 행동을 진평왕에게 고하고, 그 죄를 물어 멀리 귀양을 보내야 한다고 주장했다. 공주를 사랑했지만 진평왕도 신하들의 한결같은 주장에 마음이 약해졌다.
",서동은 서라벌의 아이들과 친해지자 동요를 지어 아이들이 따라 부르도록 했고 동요는 곧 서라벌 거리에서 거리로 아이들의 입을 통해 번져나가 궁궐에까지 알려지게 되었다.,Caricature
"인구 150만 명의 황산시민들이 황산으로 먹고 산다고 할 만큼 황산市 발전에 크게 기여하고 있다고 합니다.
수백 미터 벼랑위에 폭 3-4m의 잔교나 계단을 설치하여 가벼운 옷차림으로 누구나 쉽게 황산을 오른다.
황산 서해 대협곡을 한눈에 내려다 볼 수 있는 기암절벽 위의 서광정(曙光亭).
산봉우리를 똬리처럼 설치된 잔교를 타고 올라갔다 내려온다.
운무에 휩싸인 서해 대협곡. 건너편으로 정상인 광명봉(光明峰) 능선이 펼쳐져 있다.
황산은 중국 내국인 관광객으로 미어터진다. 10월 단풍철이 피크 시즌이다.
규모는 작을지 몰라도 황산이나 산칭산의 경관에 못지않은 곳이 우리나라에도 곳곳에 있습니다. 설악산, 북한산, 도봉산, 월출산이 이에 못지 않습니다. 이곳도 황산이나 산칭산처럼 남녀노소 누구나 오를 수 있는 등산로를 개발 하되 자연 환경이나 경관의 훼손을 최소한 줄이는 방안을 강구하면 되지 않을까 생각해보았습니다.
한라산이나 지리산에 가보면 등산객들의 발길에 산이 파이는 등 하루가 다르게 자연 생태가 파괴되고 있은 것을 볼 수가 있습니다. 황산처럼 치산(治山)이라는 생각을 갖고 지리산이나 한라산도 개발을 하면 얼마나 좋겠습니까.
캐나다 벤프 국립공원의 설퍼 마운틴(2,281m)에 가면 698m에서 출발하는 케이블카를 타고 8분이면 정상에 오를 수 있습니다. 남녀노소 누구나 이곳에 올라 장엄한 캐나다 로키산맥의 연봉들을 둘러 볼 수 있습니다.
",잔교나 계단이 설치되어 있어 가벼운 옷차림으로 쉽게 오를 수 있는 황산의 기암절벽 위에 서광정이 있다. ,Caricature
" 이 책에는 그들 다섯 명의 아들에 대한 간단한 설명도 있다. 전은 첫째 아들로 부왕이 고려에 항복하는 것을 극구 반대하다가 들어주지 않자 통곡하며 자살하였다 한다. 둘째인 요는 완산군(完山君)으로 봉해지고 시호는 문의공(文宜公)이었으며 골산 김씨(骨山 金氏)라는 성을 받았다 한다. 곤은 첫째인 전의 설명과 같은 내용이면서 단지 둘째처럼 골산 김씨로 본관의 성을 가졌다고 하였다. 영에 대해서는 광주군(廣州君)으로 군호를 받았고 또한 본관을 하사받았는데 대구 김씨(大邱 金氏)였다 하는 설명이다. 다섯째인 분은 부왕이 고려에 항복하는 것에 역시 극구 반대하였는데 마찬가지로 들어주지 아니하자 개골산으로 들어갔고 삼대군(三大君)이란 군호를 하사받아 역시 골산 김씨가 되었다고 한다. 분에 대한 설명에서는 마의태자가 개골산(금강산)에 들어간 경우와 같았다. 그러면 두 명의 경순왕 아들이 개골산으로 들어가 속세를 등지고 살았다는 것이 된다.
 《신라삼성연원보》의 기록 중에는 마의태자의 이름을 일(鎰)이라 기록한 경우도 있다. 마의태자의 본명은 《삼국사기》와 《삼국유사》의 기록에는 없다. 오로지 마의태자라는 별칭만 보인다. 그런데 《신라삼성연원보》에는 마의태자의 이름이 나오는 것이다. 
 마의태자의 본명은 그간 누구도 모르고 있었다. 그러다가 조선조 말기에 경순왕의 왕씨 부인(낙랑공주, 고려 태조 왕건의 딸) 소생인 김은열(金殷說)의 묘지를 개성 어느 산 아래서 발견하고 나서 그 묘지(墓誌)의 기록을 보고 마의태자의 이름이 알려졌다. 그때가 조선 정조 8년(1784)이었는데, 그 이전까지는 마의태자의 본명이 어느 자료에도 나와 있지 않았었다.
",삼국사기와 삼국유사의 기록에는 마의태자의 본명이 없지만 신라삼성연원보의 기록 중에는 마의태자 이름을 일이라 기록한 경우도 있다. ,Caricature
" 이것은 열두 살 세자(단종)를 제치고 문종의 두 동생인 장성한 수양대군과 안평대군이 치료를 주도했다는 뜻이다.
 조선은 종친의 정치 개입을 엄격히 금지했다. 이러한 상황에 왕의 병 치료를 장성한 종친들이 주도하는 것은 더욱 말이 안 되는 처사였다. 며칠 전까지 두 대군과 함께 왕이 쾌차한다던 어의 전순의가 의서를 뒤지는 사이 문종은 그날 오후 5시 강녕전에서 세상을 떠나고 말았다.
 문종의 갑작스러운 죽음은 많은 의혹을 낳았다. 수양대군이 실권을 쥐고 있을 때 편찬한 《문종실록》에도 사관(史官)들은 의혹을 제기했다.
 자신이 치료하던 왕이나 왕비가 세상을 뜨면 어의들은 보통 형식적인 처벌을 받았다. 그런데 이번에는 의금부가 치료과정에 의혹이 있다며 공식적으로 문제 제기를 하고 나섰다. 그들은 “세종 때는 어의들이 대신들과 의논했는데, 이번에는 증세의 경중도 말하지 않고 쓰는 약도 대신들에게 묻지 않았다”고 했다.
 사흘 뒤 의금부는 강력 처벌을 주청했다.
 “전순의는 주범이니 중하게 처벌해 목을 베고 변한산과 최읍은 종범이니 장 100대에 유배 3000리에 처하소서.”
 단종은 전순의의 목을 베는 대신 전의감 청지기로 직을 낮췄고, 변한산과 최읍은 전의감의 아전으로 강등시켰다. 그러자 사헌부·사간원, 양사(兩司)가 나섰다.
 “옛날 허나라의 세자 지가 약을 먼저 맛보는 것을 하지 않자 ‘춘추’는 시역, 즉 임금 죽인 죄를 가했습니다. 지금 전순의, 변한산, 최읍은 특별히 가벼운 법전을 따를 것이 아니니 청컨대 율에 의해 죄를 결단하소서.”
",문종의 갑작스러운 죽음은 많은 의혹을 낳았는데 수양대군이 실권을 쥐고 있을 때 편찬한 문종실록에도 사관들이 의혹을 제기했다.,Caricature
" 이 영화를 본 후 처음 든 생각은 ‘샤프 파워(Sharp Power)’라는 말이었다. 2017년 말 처음 등장한 샤프 파워는 ‘21세기형 조작 개념’으로 풀이된다. 기존의 파워 개념인, ‘소프트 파워(Soft Power)’와 ‘하드 파워(Hard Power)’로 설명하기 어려운 새로운 유형의 대외(對外) 공작이다. 주로 중국과 같은 독재국가가 자유민주주의국가에 대해 행하는 여론 왜곡으로, 엔터테인먼트·저널리즘·아카데미즘을 통해 자국(自國)에 관한 정보를 유리하게 조작 통제해나간다.
 ‘소프트 파워’라는 개념을 창조해낸 하버드 대학 조지프 나이(Joseph Nye) 교수는 샤프 파워를 하드 파워의 변종으로 분류하고 있다. 언뜻 보면 소프트 파워로 보이지만, 공격적인 허위 정보를 통해 자국의 정치적 영향력을 확대하려는 새로운 형태의 글로벌 전투가 바로 샤프 파워의 실체다. 단순히 왜곡 전파만이 아니라, 관계자들을 돈으로 유도·협박·매수하는 일도 행한다. 미국과 유럽에서 추방된 공자학원은 중국발 샤프 파워의 대표적인 본보기로 손꼽히고 있다. 흥미롭게도 한국은 아직도 20군데 이상의 공자학원이 있는 중국발(發) 샤프 파워의 해방구(解放區)로 남아 있다.
 올해 5월 말 시진핑(習近平)은 ‘국제 커뮤니케이션’ 능력 강화를 역설했다. 간단히 말해 중국의 호감도를 높일 만한 얘기를 해외에 적극 전하라는 명령이다. 영화는 국제 커뮤니케이션 강화를 위한 최적의 수단 중 하나다. 영화 〈장진호〉도 시진핑이 내린 국제 커뮤니케이션 강화의 성과물이라 볼 수 있다.
",21세기형 조작 개념으로 풀이되는 샤프 파워는 새로운 유형의 대외 공작이다.,Caricature
"저는 지구상에 나타났다는 각종 UFO를 믿지 않습니다. 즐거운 상상 거리를 하나 포기한다고 해도 어쩔 수 없습니다.
그렇다고 우주 전체에 생명체가 없다고는 생각하지 않습니다. 왜냐하면 지구가 객관적으로 존재하고 있기 때문에 어느 행성인가에 생명체가 있다는 결론은 너무나 자연스럽기 때문입니다.
그러나 그 생명체 중 한 집단이 우리가 UFO라고 생각하는 우주비행체를 타고 지구에 왔다는 것은 믿지 않습니다.
그들이 타고 온 비행체를 보면 구조야 어떻든 간에 어느 행성인가에서 존재하는 광물질을 제련해서 만든 것입니다(이 광물질은 UFO를 만든 행성에서 생산했을 확률이 크다). 비행체를 타고 온 우주인들이 광물질을 캐서 그들이 탈 우주선을 만들어 거친 우주환경을 극복해가며 여행을-그것도 상당한 거리- 할 정도로 지적이란 뜻입니다.
이 외계인들이 다른 행성에 가다 지구에 그냥 들려보았다고 해도, 이 정도 거리를 여행 할 정도의 기술을 가진 자들이라면 지구의 정보를 본 행성에 보고 할 것입니다. 통신이 불가능하다면 돌아가서라도 보고를 할 것입니다. 이 우주인들이 지구의 존재를 본 행성에 보고를 했으면 조사팀이라도 다시 와야 하는데 그러지 않는 것이 이상합니다.
이들의 비행능력만 보고 판단하면 이들은 지구인보다 더 우수한 기술을 가졌습니다. 자신들을 방어할 수 없을 정도로 절박한 상황이 아니라면 모를까 숨어서 활동할 필요가 없는데도 지구인 앞에 공개적으로 나타나지 않습니다.
",지구가 객관적으로 존재하고 있으며 어느 행성에 생명체가 있다는 결론은 자연스럽기 때문에 우주 전체에 생명체가 없다고 생각하지 않는다.,Caricature
